Name,X,Y,Lon,Lat,Color,Label,Desc,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,fai,ndvi
pin_25,5396.5,6359.5,106.4101077,11.18158545,"java.awt.Color[r=0,g=0,b=255]",W,,0.0532,0.0902,0.1436,0.1446,0.1304,0.057,0.0586,0.0545,0.0467,0.1087,0.019,0.0115,-0.06657492,-0.45253643
pin_26,5365.5,6322.5,106.4072853,11.18494405,"java.awt.Color[r=0,g=0,b=255]",W,,0.055,0.0895,0.1437,0.1484,0.1391,0.0706,0.0687,0.0595,0.0496,0.1094,0.021,0.0156,-0.06503777,-0.4276094
pin_27,5390.5,6377.5,106.4095504,11.17996064,"java.awt.Color[r=0,g=0,b=255]",W,,0.0664,0.1103,0.1662,0.162,0.1414,0.0802,0.0812,0.0696,0.0586,0.1024,0.0304,0.0236,-0.06775111,-0.39896372
pin_28,5409.5,6336.5,106.4113081,11.1836593,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0431,0.039,0.075,0.0349,0.1169,0.4291,0.515,0.5144,0.5287,0.3206,0.2001,0.0876,0.4485578,0.8729292
pin_29,5385.5,6367.5,106.409097,11.18086691,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0337,0.0385,0.0751,0.0345,0.1165,0.4061,0.4882,0.494,0.5094,0.4604,0.1802,0.074,0.43221015,0.8694418
pin_30,5389.5,6370.5,106.4094619,11.18059395,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0543,0.0531,0.0977,0.0649,0.1227,0.2921,0.3428,0.3132,0.3248,0.1954,0.1207,0.0517,0.23784856,0.65670455
pin_31,5389.5,6367.5,106.4094632,11.18086518,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0543,0.0518,0.0928,0.0551,0.1198,0.3201,0.3655,0.3368,0.3839,0.1954,0.1382,0.0602,0.26613525,0.7188058
pin_32,5386.5,6337.5,106.4092016,11.18357882,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0495,0.0615,0.1047,0.0815,0.123,0.1576,0.1897,0.2359,0.2033,0.2104,0.0683,0.0336,0.15687238,0.48645243
pin_33,5406.5,6464.5,106.4109775,11.17208794,"java.awt.Color[r=0,g=0,b=255]",W,,0.0501,0.0912,0.152,0.1516,0.1377,0.0666,0.0659,0.0548,0.0456,0.0999,0.0195,0.0125,-0.07205746,-0.46899226
pin_34,5437.5,6441.5,106.413826,11.17415401,"java.awt.Color[r=0,g=0,b=255]",W,,0.0541,0.0962,0.161,0.1633,0.1444,0.0837,0.1025,0.0682,0.0765,0.1404,0.037,0.0229,-0.0714438,-0.41079912
pin_35,5428.5,6444.5,106.4130006,11.17388667,"java.awt.Color[r=0,g=0,b=255]",W,,0.048,0.0895,0.1571,0.1564,0.1443,0.0792,0.0736,0.0606,0.0467,0.1311,0.0239,0.0159,-0.07098253,-0.44147465
pin_36,5480.5,6448.5,106.4177602,11.17350251,"java.awt.Color[r=0,g=0,b=255]",W,,0.0603,0.1109,0.1825,0.1819,0.1699,0.0926,0.0956,0.0849,0.0665,0.1323,0.0425,0.0319,-0.07089016,-0.36356822
pin_37,5504.5,6460.5,106.4199525,11.17240716,"java.awt.Color[r=0,g=0,b=255]",W,,0.0718,0.1101,0.1802,0.183,0.1655,0.0871,0.0877,0.0766,0.0582,0.0898,0.0359,0.0285,-0.07884794,-0.40986133
pin_39,5533.5,6471.5,106.422603,11.17140004,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0578,0.0746,0.1283,0.1189,0.1511,0.1192,0.1262,0.1759,0.0957,0.1292,0.0396,0.0234,0.07185301,0.19335142
pin_40,5542.5,6479.5,106.4234235,11.17067283,"java.awt.Color[r=0,g=0,b=255]",WH,,0.058,0.0586,0.1011,0.0748,0.1408,0.1808,0.2331,0.2838,0.2197,0.1352,0.0763,0.0332,0.20871906,0.5828221
pin_41,5570.5,6482.5,106.425986,11.1703894,"java.awt.Color[r=0,g=0,b=255]",W,,0.0609,0.096,0.1669,0.1724,0.158,0.0763,0.0821,0.0676,0.0529,0.0544,0.0213,0.0172,-0.07649873,-0.43666667
pin_42,5608.5,6435.5,106.4294861,11.17462212,"java.awt.Color[r=0,g=0,b=255]",W,,0.0783,0.1001,0.1693,0.1737,0.1634,0.0848,0.087,0.0711,0.0599,0.0895,0.0373,0.0326,-0.07705207,-0.4191177
pin_43,5649.5,6531.5,106.4331977,11.16592475,"java.awt.Color[r=0,g=0,b=255]",W,,0.071,0.1,0.1617,0.1606,0.1438,0.0647,0.0718,0.0576,0.047,0.0161,0.0225,0.0175,-0.077133656,-0.47204402
pin_44,5690.5,6623.5,106.4369108,11.15758901,"java.awt.Color[r=0,g=0,b=255]",W,,0.0676,0.0919,0.1536,0.1499,0.1339,0.0593,0.0611,0.0479,0.0369,0.0167,0.0123,0.0097,-0.07622731,-0.51567245
pin_45,5690.5,6594.5,106.4369237,11.16021091,"java.awt.Color[r=0,g=0,b=255]",W,,0.0811,0.1254,0.1856,0.185,0.1734,0.0951,0.1034,0.0915,0.0787,0.0773,0.0522,0.0427,-0.06862635,-0.33815554
pin_46,5919.5,6692.5,106.4578464,11.15124951,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0544,0.0651,0.1086,0.0814,0.1179,0.1091,0.1436,0.2084,0.1041,0.1248,0.0391,0.0199,0.13492285,0.43823326
pin_47,5919.5,6691.5,106.4578469,11.15133992,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0544,0.0654,0.1102,0.0851,0.1184,0.1216,0.1202,0.1798,0.0981,0.1248,0.0442,0.0241,0.102360636,0.3574934
pin_48,5881.5,6685.5,106.4543705,11.15189927,"java.awt.Color[r=0,g=0,b=255]",W,,0.0528,0.0879,0.1379,0.1299,0.1205,0.0604,0.0694,0.0531,0.0496,0.1281,0.0246,0.0158,-0.057077136,-0.4196721
pin_49,5921.5,6603.5,106.4580697,11.15929508,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0574,0.0608,0.0996,0.0794,0.1137,0.1087,0.1497,0.2173,0.1397,0.0649,0.0459,0.0218,0.1441746,0.46477923
pin_50,5927.5,6610.5,106.4586159,11.15865954,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0609,0.0728,0.1169,0.0966,0.1158,0.0946,0.1059,0.1503,0.0899,0.0953,0.0364,0.0222,0.064975545,0.21749693
pin_51,5918.5,6601.5,106.4577959,11.15947723,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0574,0.066,0.1084,0.0824,0.112,0.1028,0.104,0.1953,0.0849,0.0649,0.0338,0.0206,0.122002855,0.40655383
pin_53,5901.5,6591.5,106.4562439,11.1603889,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0511,0.0695,0.1145,0.0881,0.1132,0.1043,0.1243,0.1747,0.1184,0.1306,0.0563,0.0309,0.09255619,0.32952818
pin_52,5914.5,6597.5,106.4574315,11.15984065,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0589,0.065,0.1078,0.0885,0.1118,0.1028,0.0941,0.1608,0.092,0.0662,0.0346,0.0192,0.08239555,0.290012
pin_54,5891.5,6597.5,106.4553256,11.15985089,"java.awt.Color[r=0,g=0,b=255]",W,,0.0576,0.0893,0.135,0.1283,0.1156,0.062,0.0629,0.0526,0.0414,0.0609,0.025,0.0181,-0.056351744,-0.41846323
pin_55,5937.5,6611.5,106.459531,11.15856467,"java.awt.Color[r=0,g=0,b=255]",W,,0.0608,0.0908,0.1371,0.1276,0.1159,0.0518,0.057,0.0472,0.0381,0.0782,0.0188,0.0133,-0.060021587,-0.4599542
pin_56,5997.5,6607.5,106.4650262,11.15889951,"java.awt.Color[r=0,g=0,b=255]",WH,,0.063,0.0628,0.1102,0.0921,0.1135,0.0888,0.0984,0.1911,0.0819,0.0474,0.0345,0.0278,0.109788574,0.34957626
pin_57,6000.5,6612.5,106.4652987,11.15844612,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0626,0.0598,0.0971,0.0759,0.1149,0.1167,0.1744,0.234,0.1459,0.0547,0.0498,0.0269,0.16298857,0.51016456
pin_59,6014.5,6629.5,106.4665727,11.1569029,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0649,0.0735,0.1108,0.1004,0.1152,0.0965,0.1077,0.1471,0.0904,0.0304,0.0371,0.0232,0.05855619,0.18868686
pin_58,6011.5,6627.5,106.466299,11.15708506,"java.awt.Color[r=0,g=0,b=255]",W,,0.0619,0.0916,0.1368,0.1279,0.1146,0.0583,0.0602,0.0506,0.0404,0.0725,0.0216,0.0144,-0.057389844,-0.43305323
pin_60,5991.5,6603.5,106.4644787,11.15926383,"java.awt.Color[r=0,g=0,b=255]",W,,0.0665,0.0949,0.1416,0.135,0.1182,0.0571,0.0634,0.0513,0.0404,0.0309,0.0231,0.0196,-0.06274096,-0.44927537
pin_61,5993.5,6608.5,106.4646596,11.15881089,"java.awt.Color[r=0,g=0,b=255]",W,,0.0558,0.0907,0.1389,0.1327,0.1177,0.0536,0.0603,0.0529,0.0417,0.1461,0.0218,0.0181,-0.05902825,-0.42995688
pin_62,6008.5,6625.5,106.4660252,11.15726722,"java.awt.Color[r=0,g=0,b=255]",W,,0.0619,0.0919,0.1367,0.1281,0.1163,0.0576,0.0589,0.0503,0.0405,0.0725,0.0204,0.0156,-0.057627615,-0.43609864
pin_63,6031.5,6636.5,106.468126,11.15626241,"java.awt.Color[r=0,g=0,b=255]",W,,0.0685,0.094,0.1425,0.1308,0.119,0.0628,0.0664,0.0543,0.045,0.0527,0.0258,0.0191,-0.05683333,-0.4132901
pin_64,6027.5,6643.5,106.4677566,11.15563134,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0386,0.0401,0.0796,0.0376,0.121,0.3702,0.4274,0.4237,0.4312,0.3273,0.153,0.0689,0.3644854,0.8369824
pin_65,6024.5,6641.5,106.4674829,11.1558135,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0564,0.0417,0.0785,0.038,0.1201,0.3251,0.3922,0.4354,0.3912,0.1587,0.1384,0.0605,0.37859493,0.83945924
pin_66,6056.5,6651.5,106.4704081,11.15489506,"java.awt.Color[r=0,g=0,b=255]",W,,0.0758,0.1076,0.1557,0.1441,0.1289,0.0696,0.0702,0.0623,0.0547,0.032,0.0359,0.0322,-0.061533965,-0.3963178
pin_67,6064.5,6664.5,106.4711347,11.15371615,"java.awt.Color[r=0,g=0,b=255]",W,,0.0662,0.0875,0.1356,0.1266,0.1104,0.0501,0.0552,0.0442,0.0374,0.0358,0.0172,0.0121,-0.061909206,-0.48243558
pin_68,6021.5,6722.5,106.4671715,11.14849169,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0393,0.0418,0.0767,0.0373,0.1177,0.405,0.4749,0.4719,0.5038,0.3839,0.1763,0.0764,0.40856507,0.85349566
pin_69,6021.5,6718.5,106.4671733,11.14885333,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0351,0.0393,0.0762,0.0363,0.1161,0.3956,0.4733,0.474,0.4931,0.3846,0.1768,0.076,0.41138414,0.85773075
pin_70,6035.5,6738.5,106.468446,11.14703887,"java.awt.Color[r=0,g=0,b=255]",W,,0.077,0.1138,0.1609,0.1511,0.1422,0.0796,0.0807,0.0736,0.0662,0.0915,0.0456,0.0389,-0.057739675,-0.3449043
pin_71,6041.5,6746.5,106.4689917,11.14631291,"java.awt.Color[r=0,g=0,b=255]",W,,0.0617,0.1088,0.1557,0.1462,0.1318,0.0734,0.0812,0.07,0.0618,0.1276,0.0406,0.031,-0.056420952,-0.35245144
pin_72,6064.5,6769.5,106.4710869,11.14422318,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0496,0.0567,0.0961,0.0659,0.1253,0.1575,0.1729,0.2615,0.169,0.1996,0.0665,0.0399,0.19548762,0.59743434
pin_73,6060.5,6765.5,106.4707225,11.14458662,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0607,0.0571,0.0922,0.0631,0.1151,0.1886,0.2341,0.2971,0.213,0.1517,0.0816,0.0416,0.23053493,0.64963907
pin_74,6060.5,6770.5,106.4707203,11.14413457,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0496,0.042,0.0783,0.038,0.1174,0.3445,0.3866,0.4159,0.3937,0.1996,0.1529,0.0716,0.35637903,0.83256227
pin_75,6082.5,6780.5,106.4727299,11.1432206,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0574,0.0549,0.0907,0.0603,0.1148,0.2217,0.2207,0.3039,0.2398,0.1073,0.0836,0.0452,0.23923588,0.66886324
pin_76,6089.5,6781.5,106.4733703,11.14312705,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0585,0.057,0.0916,0.0616,0.1115,0.1924,0.2349,0.2569,0.2287,0.1191,0.0806,0.0394,0.19174129,0.61318684
pin_77,6072.5,6778.5,106.4718153,11.14340591,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0616,0.0533,0.0912,0.057,0.1112,0.2266,0.257,0.3018,0.25,0.1015,0.0922,0.0445,0.238207,0.6822743
pin_78,6055.5,6756.5,106.4702689,11.14540254,"java.awt.Color[r=0,g=0,b=255]",W,,0.0655,0.1141,0.1608,0.1521,0.132,0.0931,0.0933,0.077,0.081,0.1031,0.0487,0.0357,-0.055733014,-0.32780445
pin_79,6055.5,6762.5,106.4702661,11.14486009,"java.awt.Color[r=0,g=0,b=255]",W,,0.0486,0.1012,0.1416,0.132,0.1176,0.1162,0.1336,0.0885,0.1509,0.1984,0.0643,0.034,-0.030819682,-0.1972789
pin_80,6073.5,6773.5,106.4719091,11.14385751,"java.awt.Color[r=0,g=0,b=255]",W,,0.0512,0.1027,0.145,0.1369,0.1247,0.0867,0.0827,0.0653,0.0755,0.1601,0.0437,0.0303,-0.054143485,-0.35410482
pin_81,6067.5,6769.5,106.4713616,11.14422184,"java.awt.Color[r=0,g=0,b=255]",W,,0.063,0.1106,0.1567,0.1476,0.1314,0.0811,0.0823,0.0772,0.0656,0.0897,0.0464,0.034,-0.05144507,-0.3131672
pin_82,6040.5,6744.5,106.468901,11.14649418,"java.awt.Color[r=0,g=0,b=255]",W,,0.0617,0.116,0.162,0.1526,0.1378,0.0761,0.0819,0.0772,0.0604,0.1276,0.0428,0.0372,-0.054834288,-0.3281114
pin_83,6051.5,6748.5,106.4699063,11.14612761,"java.awt.Color[r=0,g=0,b=255]",W,,0.0613,0.1017,0.1427,0.1355,0.1248,0.071,0.0685,0.0635,0.0541,0.1335,0.0392,0.0295,-0.053962853,-0.36180902
pin_84,6134.5,6786.5,106.4774879,11.14265475,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0568,0.0542,0.0916,0.062,0.1164,0.1575,0.1942,0.2921,0.1872,0.1201,0.0689,0.0385,0.22880763,0.64981645
pin_85,6114.5,6783.5,106.4756582,11.14293498,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0573,0.0618,0.1042,0.0764,0.1242,0.2346,0.2669,0.284,0.2704,0.1559,0.1121,0.0568,0.20091334,0.5760267
pin_86,6109.5,6783.5,106.4752004,11.14293723,"java.awt.Color[r=0,g=0,b=255]",WH,,0.061,0.0634,0.1053,0.0719,0.1161,0.1846,0.1694,0.2576,0.181,0.1125,0.0734,0.041,0.18541905,0.56358117
pin_87,6150.5,6789.5,106.4789513,11.14237631,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0564,0.0589,0.0971,0.0641,0.1138,0.1892,0.1824,0.2864,0.1876,0.1468,0.0715,0.0397,0.22091396,0.6342368
pin_88,6174.5,6788.5,106.481149,11.14245588,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0532,0.0566,0.0916,0.0591,0.1116,0.1695,0.188,0.2755,0.1852,0.1389,0.071,0.0375,0.21417111,0.6467424
pin_89,6173.5,6789.5,106.481057,11.14236593,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0604,0.062,0.1026,0.0732,0.1122,0.2009,0.2036,0.2448,0.2037,0.1027,0.081,0.0395,0.17013904,0.5396226
pin_90,6163.5,6791.5,106.4801406,11.14218963,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0582,0.0696,0.1091,0.0823,0.1103,0.1417,0.1675,0.2114,0.1742,0.1152,0.0628,0.0317,0.13275239,0.4395642
pin_91,6162.5,6791.5,106.480049,11.14219008,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0582,0.0698,0.1071,0.0832,0.1103,0.1417,0.1675,0.1867,0.1742,0.1152,0.0628,0.0317,0.10732096,0.38347536
pin_92,6143.5,6791.5,106.4783095,11.14219865,"java.awt.Color[r=0,g=0,b=255]",W,,0.0654,0.1055,0.1485,0.1407,0.1305,0.0751,0.0733,0.0682,0.0568,0.1245,0.0404,0.0326,-0.05371365,-0.347056
pin_93,6147.5,6791.5,106.4786757,11.14219684,"java.awt.Color[r=0,g=0,b=255]",W,,0.0645,0.1079,0.1557,0.1414,0.1291,0.078,0.0938,0.0684,0.07,0.1429,0.0416,0.0331,-0.054307293,-0.3479504
pin_94,6138.5,6789.5,106.4778527,11.14238172,"java.awt.Color[r=0,g=0,b=255]",W,,0.0654,0.1022,0.1512,0.139,0.122,0.0706,0.0738,0.0648,0.0614,0.1245,0.0382,0.029,-0.05532,-0.36408243
pin_95,6130.5,6788.5,106.4771207,11.14247573,"java.awt.Color[r=0,g=0,b=255]",W,,0.0613,0.108,0.1568,0.1432,0.1298,0.0713,0.0756,0.071,0.0602,0.096,0.0422,0.0307,-0.053282533,-0.33706814
pin_96,6195.5,6786.5,106.4830725,11.14262721,"java.awt.Color[r=0,g=0,b=255]",W,,0.0618,0.0884,0.1332,0.12,0.1083,0.0506,0.0575,0.046,0.041,0.0665,0.0232,0.0149,-0.055869203,-0.4457831
pin_97,6207.5,6785.5,106.4841716,11.14271219,"java.awt.Color[r=0,g=0,b=255]",W,,0.0562,0.0853,0.1253,0.1136,0.1042,0.0503,0.0585,0.0507,0.0398,0.0908,0.0186,0.0118,-0.045106348,-0.38283625
pin_98,6180.5,6792.5,106.4816965,11.14209154,"java.awt.Color[r=0,g=0,b=255]",W,,0.0488,0.0847,0.1275,0.1179,0.1052,0.0592,0.0602,0.0518,0.0427,0.1882,0.0264,0.0163,-0.048961904,-0.3895109
pin_99,6251.5,6769.5,106.4882072,11.14413878,"java.awt.Color[r=0,g=0,b=255]",W,,0.0607,0.0981,0.1424,0.1316,0.1163,0.0623,0.0631,0.0547,0.0474,0.1078,0.0284,0.0221,-0.057570484,-0.41277513
pin_100,6235.5,6770.5,106.4867419,11.14405563,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0587,0.0554,0.0939,0.0615,0.1138,0.192,0.2464,0.2942,0.2204,0.1091,0.0825,0.0396,0.22876666,0.654203
pin_101,6227.5,6773.5,106.4860081,11.14378803,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0561,0.0572,0.098,0.0672,0.111,0.1304,0.1569,0.2209,0.1292,0.1375,0.0549,0.0292,0.1560038,0.5334953
pin_102,6245.5,6766.5,106.4876593,11.14441273,"java.awt.Color[r=0,g=0,b=255]",WH,,0.05,0.0515,0.088,0.0521,0.1115,0.2078,0.2387,0.3002,0.2453,0.2222,0.0971,0.0475,0.23967141,0.70422935
pin_103,6245.5,6764.5,106.4876602,11.14459354,"java.awt.Color[r=0,g=0,b=255]",WH,,0.05,0.0449,0.0816,0.0459,0.1182,0.2782,0.3398,0.3978,0.3477,0.2222,0.1387,0.0653,0.3345184,0.79310346
pin_104,6284.5,6766.5,106.4912298,11.14439501,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0607,0.0566,0.1054,0.075,0.1124,0.1319,0.1381,0.2457,0.1265,0.0754,0.0439,0.0259,0.17652507,0.5322731
pin_105,6287.5,6768.5,106.4915036,11.14421283,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0452,0.0541,0.0948,0.0631,0.1099,0.1614,0.2033,0.2647,0.1878,0.1939,0.0763,0.0355,0.19912761,0.6150091
pin_106,6266.5,6763.5,106.4895833,11.14467442,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0637,0.0541,0.0925,0.0637,0.11,0.2064,0.236,0.2776,0.2385,0.0801,0.0853,0.0407,0.20985427,0.6267214
pin_107,6270.5,6762.5,106.4899499,11.14476301,"java.awt.Color[r=0,g=0,b=255]",WH,,0.063,0.0613,0.0988,0.0705,0.1124,0.1304,0.1428,0.2158,0.1148,0.0603,0.0521,0.03,0.14874636,0.5075096
pin_108,6257.5,6765.5,106.4887584,11.14449769,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0517,0.0666,0.1067,0.0839,0.1162,0.2379,0.2405,0.1997,0.2492,0.1617,0.0974,0.0499,0.11327143,0.4083216
pin_109,6276.5,6766.5,106.4904974,11.14439865,"java.awt.Color[r=0,g=0,b=255]",W,,0.0634,0.0968,0.1406,0.1321,0.1149,0.0616,0.0614,0.0561,0.0458,0.0557,0.0246,0.0187,-0.05586508,-0.40382573
pin_110,6296.5,6769.5,106.4923271,11.14411832,"java.awt.Color[r=0,g=0,b=255]",W,,0.0632,0.093,0.1352,0.1248,0.1073,0.0555,0.0588,0.0509,0.0409,0.1037,0.0227,0.0154,-0.054776505,-0.42060328
pin_111,6260.5,6769.5,106.4890312,11.14413469,"java.awt.Color[r=0,g=0,b=255]",W,,0.0611,0.0909,0.1324,0.1211,0.1111,0.0543,0.0596,0.0524,0.0405,0.0894,0.0233,0.0188,-0.050381906,-0.39596543
pin_112,6340.5,6779.5,106.4963507,11.14319418,"java.awt.Color[r=0,g=0,b=255]",W,,0.0487,0.0869,0.1291,0.1144,0.103,0.0812,0.0853,0.0456,0.0883,0.1241,0.0395,0.0198,-0.05477111,-0.42999998
pin_113,6371.5,6804.5,106.4991772,11.14091982,"java.awt.Color[r=0,g=0,b=255]",W,,0.0442,0.085,0.1244,0.1181,0.1084,0.102,0.1109,0.0528,0.0924,0.2231,0.0361,0.0215,-0.04994127,-0.3820948
pin_114,6385.5,6812.5,106.5004552,11.14019015,"java.awt.Color[r=0,g=0,b=255]",W,,0.0644,0.0912,0.1341,0.1245,0.1153,0.0575,0.0661,0.0516,0.0455,0.0713,0.0249,0.0172,-0.05424476,-0.4139693
pin_115,6359.5,6795.5,106.4980828,11.14173898,"java.awt.Color[r=0,g=0,b=255]",W,,0.0498,0.0836,0.1206,0.1079,0.1102,0.1216,0.1555,0.0935,0.1269,0.2118,0.0644,0.0343,-0.006252379,-0.07149949
pin_116,6363.5,6798.5,106.4984476,11.14146592,"java.awt.Color[r=0,g=0,b=255]",W,,0.0519,0.1028,0.1437,0.1305,0.1204,0.2026,0.2413,0.1086,0.2403,0.2211,0.0912,0.0525,-0.014539053,-0.0915935
pin_117,6342.5,6786.5,106.4965306,11.14256041,"java.awt.Color[r=0,g=0,b=255]",W,,0.0552,0.1381,0.1781,0.1692,0.1472,0.1486,0.1746,0.1225,0.1518,0.2005,0.0892,0.061,-0.031715874,-0.16009599
pin_118,6354.5,6786.5,106.4976292,11.14255493,"java.awt.Color[r=0,g=0,b=255]",W,,0.053,0.1023,0.1438,0.1355,0.1202,0.0581,0.0585,0.0696,0.045,0.117,0.0349,0.0263,-0.047057457,-0.32130668
pin_119,6379.5,6803.5,106.4999101,11.14100657,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0419,0.0539,0.0912,0.0582,0.1093,0.2016,0.2652,0.2793,0.2291,0.2436,0.0844,0.0375,0.2161927,0.65511113
pin_120,6378.5,6803.5,106.4998186,11.14100703,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0419,0.06,0.0951,0.0659,0.1093,0.2016,0.2652,0.2379,0.2291,0.2436,0.0844,0.0375,0.16853492,0.566162
pin_121,6408.5,6807.5,106.5025632,11.14063166,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0603,0.0506,0.0857,0.0544,0.1124,0.1864,0.2245,0.2974,0.2097,0.0976,0.0784,0.0415,0.23850475,0.6907334
pin_122,6395.5,6810.5,106.5013717,11.14036639,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0644,0.0629,0.0975,0.0723,0.1109,0.1371,0.1405,0.23,0.1496,0.0562,0.0471,0.0253,0.16242,0.52166724
pin_123,6391.5,6808.5,106.5010064,11.14054904,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0619,0.0619,0.1071,0.0828,0.1136,0.1098,0.1447,0.1996,0.1165,0.0569,0.0411,0.0271,0.12461047,0.41359773
pin_124,6404.5,6814.5,106.5021938,11.14000064,"java.awt.Color[r=0,g=0,b=255]",W,,0.0646,0.0932,0.1324,0.1232,0.1126,0.0569,0.0612,0.0495,0.0438,0.0325,0.0217,0.016,-0.05468889,-0.42675158
pin_125,6423.5,6803.5,106.5039383,11.14098641,"java.awt.Color[r=0,g=0,b=255]",W,,0.0601,0.0878,0.1291,0.1181,0.1047,0.0505,0.0577,0.0443,0.0387,0.0864,0.0188,0.0155,-0.055200953,-0.4544335
pin_126,6435.5,6799.5,106.5050388,11.14134254,"java.awt.Color[r=0,g=0,b=255]",W,,0.0573,0.0879,0.1283,0.1185,0.1045,0.0562,0.0601,0.0498,0.0433,0.0826,0.0219,0.0187,-0.050606668,-0.40819964
pin_127,6469.5,6803.5,106.5081496,11.14096529,"java.awt.Color[r=0,g=0,b=255]",W,,0.0489,0.0843,0.1257,0.1154,0.1066,0.0506,0.0495,0.047,0.038,0.1104,0.0192,0.0162,-0.05038159,-0.42118227
pin_128,6466.5,6791.5,106.5078806,11.14205156,"java.awt.Color[r=0,g=0,b=255]",W,,0.0577,0.156,0.1974,0.1894,0.1559,0.1192,0.1195,0.1307,0.1092,0.1649,0.0788,0.057,-0.03798444,-0.18338017
pin_129,6666.5,7020.5,106.5260828,11.12125582,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0574,0.0648,0.0987,0.0774,0.1067,0.1001,0.1282,0.2051,0.1014,0.0729,0.0404,0.0233,0.13463016,0.4520354
pin_131,6649.5,7020.5,106.5245265,11.12126372,"java.awt.Color[r=0,g=0,b=255]",WH,,0.06,0.0763,0.1163,0.0939,0.1104,0.0903,0.0995,0.148,0.0879,0.1125,0.039,0.0245,0.06438286,0.22364613
pin_132,6648.5,7019.5,106.5244355,11.12135459,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0631,0.0764,0.1182,0.0986,0.1124,0.0858,0.0896,0.1336,0.0899,0.0507,0.0352,0.0249,0.046874918,0.15073211
pin_133,6677.5,7033.5,106.5270836,11.12007542,"java.awt.Color[r=0,g=0,b=255]",W,,0.0595,0.085,0.1258,0.1151,0.102,0.0479,0.0516,0.0391,0.0315,0.0424,0.0165,0.0121,-0.05753206,-0.4928664
pin_134,6641.5,7018.5,106.5237951,11.12144824,"java.awt.Color[r=0,g=0,b=255]",W,,0.0673,0.0943,0.1353,0.1271,0.1143,0.0548,0.0555,0.0482,0.0382,0.0383,0.0208,0.0187,-0.058989845,-0.45008558
pin_135,6676.5,7059.5,106.5269799,11.1177253,"java.awt.Color[r=0,g=0,b=255]",W,,0.0568,0.0847,0.1245,0.1147,0.1018,0.0513,0.0537,0.0456,0.0378,0.095,0.0193,0.0157,-0.051231425,-0.43106672
pin_136,6685.5,7080.5,106.5277938,11.11582257,"java.awt.Color[r=0,g=0,b=255]",W,,0.0536,0.0874,0.1292,0.1193,0.1092,0.0575,0.0579,0.0471,0.0401,0.0805,0.0208,0.0183,-0.053750794,-0.43389422
pin_137,6684.5,7094.5,106.5276957,11.11455734,"java.awt.Color[r=0,g=0,b=255]",W,,0.0623,0.1093,0.1498,0.1396,0.1157,0.0521,0.0571,0.0755,0.0425,0.0481,0.0295,0.022,-0.043478094,-0.29800093
pin_138,6689.5,7617.5,106.5279078,11.06727207,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0633,0.0691,0.1029,0.079,0.1045,0.1021,0.1224,0.154,0.0895,0.074,0.0455,0.0324,0.0812746,0.3218884
