Name,X,Y,Lon,Lat,Color,Label,Desc,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,fai,ndvi
pin_1,533.5,4633.5,105.965298,11.33942758,"java.awt.Color[r=0,g=0,b=255]",W,,0.0967,0.1241,0.146,0.1314,0.16,0.1357,0.1401,0.1274,0.1344,0.1213,0.1136,0.1046,-6.66E-04,-0.015455982
pin_2,510.5,4643.5,105.9631874,11.33853021,"java.awt.Color[r=0,g=0,b=255]",W,,0.0741,0.0633,0.0815,0.0592,0.0768,0.0566,0.062,0.0566,0.0514,0.0803,0.0359,0.0306,0.001764128,-0.022452498
pin_3,501.5,4655.5,105.9623591,11.33744779,"java.awt.Color[r=0,g=0,b=255]",WH,,0.051,0.045,0.0842,0.0405,0.1273,0.4669,0.5452,0.5384,0.5702,0.4937,0.1924,0.0888,0.4694489,0.86007947
pin_4,526.5,4668.5,105.9646459,11.33626479,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0591,0.0484,0.0861,0.0431,0.1257,0.4049,0.4727,0.4428,0.4826,0.3865,0.1783,0.0801,0.3743768,0.82259727
pin_5,566.5,4702.5,105.9683008,11.33317835,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0911,0.0512,0.0884,0.0467,0.1263,0.419,0.4701,0.4653,0.4832,0.282,0.1789,0.0862,0.39383873,0.81757814
pin_6,548.5,4688.5,105.9666557,11.3344497,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0675,0.0539,0.0884,0.0528,0.134,0.3886,0.4325,0.4388,0.452,0.3612,0.2004,0.103,0.3583543,0.78519124
pin_7,579.5,4711.5,105.9694893,11.33236062,"java.awt.Color[r=0,g=0,b=255]",W,,0.0824,0.0602,0.0793,0.0579,0.0728,0.0514,0.0477,0.0438,0.0471,0.1161,0.0599,0.0468,-0.014474603,-0.13864307
pin_8,578.5,4722.5,105.9693943,11.33136624,"java.awt.Color[r=0,g=0,b=255]",W,,0.0941,0.1108,0.1376,0.1175,0.1494,0.1148,0.125,0.1154,0.1111,0.1931,0.1106,0.0967,-8.08E-04,-0.009016738
pin_9,632.5,4746.5,105.9743349,11.32917977,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0858,0.0524,0.085,0.0464,0.1268,0.363,0.4155,0.4376,0.413,0.1812,0.1516,0.0818,0.37149587,0.80826443
pin_10,648.5,4741.5,105.9758025,11.32962705,"java.awt.Color[r=0,g=0,b=255]",W,,0.0918,0.1068,0.1274,0.1065,0.1296,0.1015,0.102,0.0977,0.0926,0.1005,0.0823,0.0743,-0.004267301,-0.043095004
pin_11,714.5,4742.5,105.9818496,11.3295166,"java.awt.Color[r=0,g=0,b=255]",W,,0.1124,0.1275,0.1562,0.143,0.1617,0.1327,0.131,0.1212,0.1264,0.1249,0.1166,0.1061,-0.01685524,-0.08251326
pin_12,735.5,4787.5,105.9837599,11.32544109,"java.awt.Color[r=0,g=0,b=255]",W,,0.0813,0.0864,0.1086,0.0902,0.1047,0.0771,0.0778,0.0725,0.0727,0.0832,0.0655,0.0574,-0.013073652,-0.10878919
pin_13,732.5,4816.5,105.9834761,11.32281969,"java.awt.Color[r=0,g=0,b=255]",W,,0.072,0.0589,0.0797,0.0536,0.0739,0.0341,0.0441,0.033,0.0291,0.0762,0.0383,0.0349,-0.017734285,-0.23787528
pin_14,732.5,4852.5,105.983465,11.3195644,"java.awt.Color[r=0,g=0,b=255]",W,,0.1175,0.1397,0.1729,0.155,0.1697,0.1371,0.139,0.1376,0.1295,0.154,0.1233,0.1085,-0.011462536,-0.059466835
pin_15,721.5,4913.5,105.9824383,11.31405183,"java.awt.Color[r=0,g=0,b=255]",W,,0.0707,0.0597,0.076,0.0568,0.0651,0.0343,0.0306,0.0333,0.0147,0.0917,0.0274,0.0215,-0.017993333,-0.26082128
pin_16,712.5,4922.5,105.9816109,11.31324075,"java.awt.Color[r=0,g=0,b=255]",W,,0.0946,0.124,0.1513,0.1325,0.1483,0.1173,0.117,0.1145,0.1,0.1671,0.106,0.0944,-0.013036501,-0.072874464
pin_17,713.5,4941.5,105.9816967,11.31152237,"java.awt.Color[r=0,g=0,b=255]",W,,0.0911,0.1164,0.1364,0.1223,0.1346,0.1702,0.1919,0.1201,0.1916,0.2751,0.1238,0.0885,-0.002480953,-0.009075908
pin_18,748.5,4968.5,105.9848951,11.30907025,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0638,0.0452,0.0821,0.0421,0.1238,0.4012,0.4576,0.4712,0.4857,0.3904,0.1761,0.0812,0.40400156,0.83596337
pin_19,765.5,4976.5,105.9864502,11.30834167,"java.awt.Color[r=0,g=0,b=255]",WH,,0.05,0.0445,0.0836,0.0406,0.1249,0.4039,0.4594,0.4769,0.4773,0.3793,0.1723,0.0762,0.4116324,0.8430918
pin_20,796.5,4994.5,105.9892849,11.30670454,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0519,0.0451,0.0838,0.0414,0.1262,0.4115,0.4683,0.4795,0.4856,0.3787,0.1738,0.0814,0.41330126,0.84104437
pin_21,811.5,4999.5,105.9906576,11.30624783,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0682,0.0519,0.085,0.0462,0.1094,0.2635,0.3028,0.3345,0.3025,0.2992,0.1325,0.0651,0.27213588,0.75728923
pin_22,866.5,5015.5,105.9956918,11.30478413,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0509,0.0441,0.0828,0.0401,0.124,0.3959,0.4408,0.4295,0.4595,0.3529,0.1666,0.077,0.36570635,0.82921636
pin_23,853.5,5010.5,105.9945023,11.30524026,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0556,0.0504,0.079,0.0452,0.1144,0.3156,0.3532,0.3168,0.3526,0.3306,0.137,0.0698,0.2544057,0.7502762
pin_24,844.5,5009.5,105.993678,11.30533345,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0747,0.0553,0.0925,0.0565,0.1124,0.2605,0.278,0.2782,0.3049,0.2396,0.1215,0.0659,0.20952539,0.6623842
pin_25,881.5,5018.5,105.9970651,11.30450823,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0458,0.045,0.082,0.038,0.1282,0.4285,0.4897,0.4868,0.5086,0.4457,0.1793,0.0805,0.42233428,0.85518295
pin_26,891.5,5018.5,105.9979813,11.30450515,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0586,0.0442,0.0842,0.0401,0.1311,0.4524,0.5266,0.5155,0.5512,0.3764,0.1833,0.0807,0.44857842,0.85565156
pin_27,953.5,4963.5,106.003679,11.30945928,"java.awt.Color[r=0,g=0,b=255]",WH,,0.05,0.0457,0.0827,0.0423,0.1241,0.397,0.4642,0.4571,0.4801,0.4848,0.1738,0.0796,0.39016983,0.8305967
pin_28,990.5,4971.5,106.0070665,11.30872437,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0546,0.0513,0.0818,0.0428,0.1187,0.3263,0.3827,0.3654,0.3806,0.3206,0.1476,0.0682,0.30297077,0.7902989
pin_29,986.5,4969.5,106.0067006,11.30890647,"java.awt.Color[r=0,g=0,b=255]",WH,,0.05,0.0458,0.0818,0.0438,0.1225,0.3398,0.3733,0.349,0.3968,0.3837,0.1517,0.0699,0.28499016,0.77698576
pin_30,1013.5,4978.5,106.0091715,11.30808423,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0738,0.0545,0.0883,0.0494,0.1288,0.2638,0.2858,0.3574,0.3089,0.2462,0.129,0.079,0.2930908,0.7571288
pin_31,1029.5,4981.5,106.0106365,11.30780796,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0911,0.0779,0.1034,0.0794,0.1135,0.2053,0.2155,0.2048,0.2172,0.1517,0.1079,0.0707,0.1200619,0.44123855
pin_32,1045.5,4992.5,106.012099,11.30680828,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0914,0.0733,0.1038,0.077,0.1345,0.2214,0.2456,0.281,0.2145,0.2196,0.1221,0.0845,0.19555269,0.5698324
pin_33,1044.5,4992.5,106.0120073,11.3068086,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0914,0.062,0.0921,0.0578,0.1345,0.2214,0.2456,0.3128,0.2145,0.2196,0.1221,0.0845,0.2429565,0.6880734
pin_34,1058.5,4999.5,106.0132878,11.30617124,"java.awt.Color[r=0,g=0,b=255]",W,,0.0711,0.0566,0.0785,0.0578,0.0763,0.0416,0.0538,0.0356,0.0412,0.1093,0.0366,0.0257,-0.018229207,-0.23768736
pin_35,1055.5,5008.5,106.0130101,11.30535837,"java.awt.Color[r=0,g=0,b=255]",W,,0.088,0.0577,0.0771,0.0566,0.0698,0.0342,0.0385,0.0326,0.0292,0.1193,0.0319,0.0303,-0.019373652,-0.2690583
pin_36,1058.5,5015.5,106.0132827,11.30472446,"java.awt.Color[r=0,g=0,b=255]",W,,0.075,0.1526,0.1761,0.1724,0.1483,0.1052,0.1107,0.1388,0.0991,0.08,0.0885,0.0798,-0.0178854,-0.107969165
pin_37,1020.5,4981.5,106.0098119,11.30781077,"java.awt.Color[r=0,g=0,b=255]",W,,0.1033,0.1379,0.1645,0.1492,0.1671,0.1337,0.1428,0.1325,0.1301,0.1406,0.116,0.0989,-0.0104816,-0.059282977
pin_38,1058.5,5032.5,106.0132773,11.30318725,"java.awt.Color[r=0,g=0,b=255]",W,,0.055,0.06,0.0857,0.0675,0.0738,0.0418,0.0408,0.0334,0.0335,0.0436,0.0276,0.0231,-0.026626669,-0.3379584
pin_39,1058.5,5044.5,106.0132735,11.30210216,"java.awt.Color[r=0,g=0,b=255]",W,,0.0629,0.0618,0.0813,0.0638,0.0816,0.0474,0.0514,0.037,0.0301,0.0556,0.0382,0.0324,-0.022005077,-0.26587301
pin_40,1039.5,5086.5,106.0115194,11.2983103,"java.awt.Color[r=0,g=0,b=255]",W,,0.077,0.0869,0.1128,0.0965,0.0959,0.0584,0.0656,0.0632,0.0536,0.0794,0.0473,0.0435,-0.024084767,-0.208516
pin_41,1032.5,5118.5,106.010868,11.29541892,"java.awt.Color[r=0,g=0,b=255]",W,,0.0676,0.0606,0.0835,0.0609,0.075,0.0357,0.0409,0.0397,0.0176,0.1677,0.0281,0.024,-0.015056506,-0.21073556
pin_42,997.5,5137.5,106.0076554,11.29371178,"java.awt.Color[r=0,g=0,b=255]",W,,0.0858,0.121,0.146,0.132,0.1503,0.1067,0.1149,0.1068,0.1052,0.0821,0.0872,0.0765,-0.016808892,-0.10552765
pin_43,986.5,5135.5,106.0066483,11.29389605,"java.awt.Color[r=0,g=0,b=255]",WH,,0.092,0.0632,0.0894,0.0651,0.1202,0.1631,0.1568,0.205,0.1555,0.1366,0.0897,0.0677,0.13529238,0.5179563
pin_44,962.5,5133.5,106.0044501,11.29408436,"java.awt.Color[r=0,g=0,b=255]",W,,0.1133,0.1485,0.1766,0.164,0.1819,0.1432,0.1449,0.1381,0.1339,0.1456,0.1263,0.1087,-0.018838737,-0.08573322
pin_45,936.5,5143.5,106.0020649,11.29318818,"java.awt.Color[r=0,g=0,b=255]",W,,0.0905,0.1264,0.1516,0.1388,0.1564,0.1152,0.1157,0.1058,0.1043,0.1243,0.095,0.0845,-0.024796184,-0.13491412
pin_46,952.5,5131.5,106.0035346,11.29426831,"java.awt.Color[r=0,g=0,b=255]",W,,0.1194,0.1456,0.1778,0.1663,0.1872,0.1663,0.169,0.1414,0.1605,0.1469,0.1392,0.1167,-0.019824132,-0.08092299
pin_47,1016.5,5352.5,106.0093282,11.27426465,"java.awt.Color[r=0,g=0,b=255]",WH,,0.064,0.0637,0.0914,0.0618,0.1148,0.2297,0.2941,0.2578,0.2706,0.2765,0.13,0.0731,0.18322605,0.6132666
pin_48,1022.5,5352.5,106.0098779,11.27426278,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0771,0.0631,0.0913,0.0616,0.1119,0.1988,0.2039,0.2335,0.2015,0.2043,0.0986,0.0629,0.16496985,0.5825144
pin_49,1061.5,5351.5,106.013451,11.27434103,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1021,0.0924,0.1176,0.1008,0.1423,0.1558,0.1697,0.2043,0.1531,0.1411,0.1068,0.0878,0.10237619,0.33923304
pin_50,1080.5,5347.5,106.0151928,11.27469677,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0882,0.0472,0.0856,0.0445,0.1379,0.2947,0.3101,0.3989,0.3164,0.1745,0.1391,0.0809,0.33668128,0.7992783
pin_51,1078.5,5351.5,106.0150083,11.2743357,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0735,0.0513,0.086,0.0493,0.1233,0.2539,0.3415,0.3376,0.3253,0.2173,0.1268,0.0757,0.27378413,0.7451538
pin_52,1079.5,5346.5,106.0151015,11.27478751,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0735,0.0435,0.0806,0.0398,0.1245,0.3194,0.3849,0.4152,0.3791,0.2173,0.1438,0.0784,0.35592064,0.82505494
pin_53,1102.5,5337.5,106.0172114,11.27559412,"java.awt.Color[r=0,g=0,b=255]",W,,0.1051,0.1139,0.1408,0.1294,0.146,0.1054,0.1072,0.1001,0.0996,0.0965,0.0914,0.0823,-0.022182535,-0.12766883
pin_54,1131.5,5329.5,106.0198706,11.27630839,"java.awt.Color[r=0,g=0,b=255]",W,,0.1067,0.1203,0.1491,0.1329,0.1491,0.1139,0.1131,0.1079,0.109,0.1073,0.0951,0.086,-0.017919999,-0.10382059
pin_55,1119.5,5329.5,106.0187713,11.27631217,"java.awt.Color[r=0,g=0,b=255]",W,,0.107,0.117,0.146,0.1308,0.1474,0.1102,0.106,0.1032,0.0959,0.089,0.0885,0.0816,-0.019677134,-0.11794868
pin_56,1183.5,5360.5,106.0246244,11.27348885,"java.awt.Color[r=0,g=0,b=255]",W,,0.12,0.1329,0.1614,0.1488,0.1623,0.1261,0.1311,0.1214,0.1176,0.1283,0.1074,0.0961,-0.019645717,-0.10140637
pin_57,1168.5,5343.5,106.0232557,11.27503079,"java.awt.Color[r=0,g=0,b=255]",W,,0.1039,0.1309,0.1555,0.1455,0.1633,0.1323,0.1316,0.1196,0.1222,0.1518,0.1088,0.0953,-0.019026037,-0.097699
pin_58,1214.5,5391.5,106.0274544,11.27067589,"java.awt.Color[r=0,g=0,b=255]",W,,0.1089,0.1218,0.1533,0.135,0.1513,0.1155,0.1204,0.108,0.1138,0.1281,0.0967,0.0888,-0.01982635,-0.11111112
pin_59,1154.5,5336.5,106.0219754,11.27566818,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0948,0.0621,0.0891,0.061,0.1305,0.1965,0.2037,0.2768,0.1837,0.1458,0.1018,0.0729,0.2081581,0.63883954
pin_60,1170.5,5356.5,106.0234348,11.27385465,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0739,0.0459,0.086,0.043,0.1373,0.4335,0.5265,0.5197,0.5406,0.313,0.1955,0.0866,0.4481365,0.84716547
pin_61,1177.5,5364.5,106.0240735,11.27312905,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0603,0.045,0.079,0.0429,0.1238,0.3656,0.4255,0.4796,0.4577,0.2959,0.1789,0.0872,0.411227,0.8357895
pin_62,1167.5,5357.5,106.0231597,11.27376517,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0476,0.0416,0.076,0.0388,0.1203,0.381,0.4323,0.4704,0.4642,0.3492,0.1813,0.0894,0.40490952,0.8476041
pin_63,1257.5,5403.5,106.0313896,11.26957716,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1053,0.0539,0.0903,0.0539,0.1294,0.309,0.3427,0.3746,0.3422,0.184,0.1362,0.0763,0.30528507,0.7484247
pin_64,1246.5,5406.5,106.030381,11.26930938,"java.awt.Color[r=0,g=0,b=255]",WH,,0.068,0.067,0.0942,0.066,0.117,0.2824,0.284,0.23,0.3145,0.2195,0.1386,0.0812,0.1504019,0.5540541
pin_65,1299.5,5399.5,106.0352385,11.26992546,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1016,0.0673,0.1098,0.0732,0.1424,0.2251,0.2455,0.3414,0.2394,0.1558,0.105,0.0763,0.2622438,0.64688855
pin_66,1305.5,5391.5,106.0357907,11.27064694,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0698,0.0482,0.0847,0.0453,0.1221,0.3266,0.3686,0.4082,0.3672,0.278,0.1461,0.0728,0.34402,0.8002205
pin_67,1317.5,5393.5,106.0368893,11.27046225,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1043,0.0495,0.087,0.0501,0.1303,0.3028,0.3439,0.3944,0.3524,0.1452,0.1388,0.0765,0.32768634,0.77457815
pin_68,1319.5,5393.5,106.0370726,11.27046161,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1043,0.0847,0.1186,0.0891,0.1394,0.2258,0.2684,0.2695,0.2513,0.1452,0.1235,0.0833,0.17395681,0.50306743
pin_69,1337.5,5386.5,106.0387238,11.27108881,"java.awt.Color[r=0,g=0,b=255]",W,,0.1182,0.1345,0.1631,0.1503,0.16,0.1204,0.1224,0.1156,0.1101,0.1161,0.1007,0.0913,-0.02540984,-0.13050018
pin_70,1281.5,5398.5,106.0335898,11.27002163,"java.awt.Color[r=0,g=0,b=255]",W,,0.1093,0.1354,0.1614,0.1494,0.1657,0.1264,0.1228,0.1192,0.1161,0.1319,0.108,0.0942,-0.022445712,-0.11243484
pin_71,1383.5,5409.5,106.0429302,11.26899431,"java.awt.Color[r=0,g=0,b=255]",W,,0.0842,0.0935,0.1196,0.1048,0.1105,0.0745,0.0713,0.0727,0.0625,0.0821,0.0567,0.0453,-0.023090793,-0.18084507
pin_72,1392.5,5447.5,106.0437423,11.26555532,"java.awt.Color[r=0,g=0,b=255]",W,,0.1205,0.1324,0.1606,0.1501,0.1613,0.1201,0.1196,0.1136,0.1073,0.1165,0.1031,0.0929,-0.02769682,-0.13841484
pin_73,1417.5,5506.5,106.0460132,11.26021229,"java.awt.Color[r=0,g=0,b=255]",W,,0.0802,0.0764,0.1039,0.0933,0.1283,0.1003,0.0991,0.0527,0.0896,0.137,0.0789,0.0689,-0.037902854,-0.27808216
pin_74,1416.5,5518.5,106.0459177,11.25912753,"java.awt.Color[r=0,g=0,b=255]",W,,0.0913,0.1606,0.1874,0.1829,0.1834,0.1454,0.1439,0.14,0.1281,0.1589,0.1195,0.1017,-0.031025074,-0.13285846
pin_75,1404.5,5537.5,106.0448122,11.25741336,"java.awt.Color[r=0,g=0,b=255]",W,,0.0844,0.0718,0.0933,0.0822,0.0882,0.0527,0.046,0.042,0.0431,0.1002,0.0384,0.0317,-0.03199619,-0.3236715
pin_76,1377.5,5552.5,106.042334,11.25606569,"java.awt.Color[r=0,g=0,b=255]",W,,0.1021,0.1204,0.1446,0.1315,0.1383,0.1006,0.0982,0.0958,0.0878,0.0864,0.0819,0.0724,-0.026409848,-0.15706119
pin_77,1378.5,5604.5,106.0424087,11.25136334,"java.awt.Color[r=0,g=0,b=255]",W,,0.1104,0.1312,0.1545,0.1489,0.1542,0.1174,0.1174,0.1119,0.1093,0.1286,0.0961,0.0835,-0.027110476,-0.14187117
pin_78,1366.5,5575.5,106.0413189,11.25398948,"java.awt.Color[r=0,g=0,b=255]",W,,0.0879,0.0883,0.1134,0.1004,0.108,0.0698,0.0716,0.0667,0.061,0.1073,0.0534,0.0461,-0.024896828,-0.20167567
pin_79,1408.5,5649.5,106.0451421,11.24728465,"java.awt.Color[r=0,g=0,b=255]",W,,0.0861,0.0705,0.0905,0.0722,0.0751,0.0487,0.0485,0.0418,0.0425,0.1032,0.0341,0.0269,-0.02326381,-0.26666668
pin_80,1462.5,5669.5,106.050082,11.24545876,"java.awt.Color[r=0,g=0,b=255]",WH,,0.092,0.076,0.1118,0.0823,0.1435,0.1985,0.223,0.2633,0.216,0.1753,0.1168,0.0833,0.17453809,0.5237269
pin_81,1461.5,5667.5,106.049991,11.24563993,"java.awt.Color[r=0,g=0,b=255]",WH,,0.092,0.0535,0.0903,0.0514,0.1301,0.2067,0.2166,0.3303,0.2274,0.1753,0.1135,0.0707,0.26726857,0.73067856
pin_82,1490.5,5649.5,106.0526533,11.24725817,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0686,0.0424,0.0843,0.0406,0.1324,0.4013,0.4837,0.5165,0.491,0.2516,0.1811,0.0958,0.44958413,0.8542452
pin_83,1730.5,5843.5,106.0745723,11.22963759,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0476,0.0418,0.08,0.0407,0.1203,0.3407,0.3859,0.3823,0.3949,0.3437,0.1507,0.0771,0.32099682,0.80756503
pin_84,1739.5,5835.5,106.0753993,11.230358,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0423,0.0395,0.0737,0.0378,0.1164,0.3328,0.3832,0.3753,0.3984,0.2933,0.1631,0.0829,0.3140311,0.8169935
pin_85,1728.5,5839.5,106.0743904,11.22999994,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0476,0.0378,0.0741,0.0378,0.1175,0.3536,0.4061,0.3969,0.421,0.3437,0.164,0.0775,0.33546254,0.82608694
pin_86,1784.5,5800.5,106.0795328,11.23350788,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0527,0.041,0.0799,0.0374,0.1244,0.379,0.4365,0.4554,0.4616,0.3821,0.1783,0.0851,0.3916092,0.84821427
pin_87,1777.5,5808.5,106.0788889,11.23278683,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0451,0.0371,0.0766,0.0328,0.1211,0.4078,0.4763,0.4784,0.4943,0.3711,0.1824,0.0834,0.41757968,0.8716745
pin_88,1825.5,5779.5,106.0832953,11.23539312,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0781,0.0419,0.0769,0.0379,0.1153,0.3307,0.366,0.4011,0.3915,0.2748,0.1524,0.0757,0.341754,0.8273349
pin_89,1801.5,5783.5,106.0810956,11.23503942,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0417,0.0376,0.0773,0.0314,0.1245,0.4566,0.5429,0.5121,0.569,0.4441,0.1973,0.0895,0.44962665,0.88445264
pin_90,1854.5,5797.5,106.0859454,11.23375585,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0801,0.0644,0.098,0.0708,0.1361,0.2115,0.2359,0.2874,0.2288,0.2401,0.1377,0.0874,0.20406953,0.60469013
pin_91,1878.5,5844.5,106.0881278,11.22949798,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0632,0.043,0.0755,0.0398,0.1226,0.3427,0.3879,0.3979,0.4083,0.3448,0.1679,0.0869,0.33410665,0.81814027
pin_92,1866.5,5820.5,106.0870368,11.23167213,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0724,0.0411,0.0777,0.0374,0.1233,0.359,0.4048,0.4085,0.4265,0.2765,0.1676,0.087,0.3467133,0.8322494
pin_93,1879.5,5834.5,106.0882228,11.23040187,"java.awt.Color[r=0,g=0,b=255]",W,,0.0987,0.1438,0.1625,0.1571,0.1637,0.1384,0.1371,0.1352,0.1351,0.1423,0.1241,0.1097,-0.01571906,-0.07492307
pin_94,1849.5,5787.5,106.0854908,11.23466174,"java.awt.Color[r=0,g=0,b=255]",W,,0.101,0.1317,0.1555,0.1447,0.1544,0.1367,0.1377,0.1292,0.1329,0.1395,0.1215,0.1092,-0.011154612,-0.056590028
pin_95,1797.5,5795.5,106.0807252,11.23395568,"java.awt.Color[r=0,g=0,b=255]",W,,0.0978,0.1222,0.1414,0.1292,0.1365,0.122,0.1229,0.1167,0.1182,0.149,0.1098,0.0956,-0.008866346,-0.050833654
pin_96,1773.5,5822.5,106.0785178,11.23152224,"java.awt.Color[r=0,g=0,b=255]",W,,0.0812,0.0797,0.0981,0.081,0.0947,0.0742,0.0782,0.0691,0.0677,0.1109,0.0708,0.0596,-0.009989524,-0.07928048
pin_97,1775.5,5823.5,106.0787007,11.23143115,"java.awt.Color[r=0,g=0,b=255]",W,,0.0812,0.0472,0.0619,0.0488,0.0591,0.0398,0.0424,0.0363,0.0394,0.1109,0.0486,0.0381,-0.012462539,-0.146886
pin_98,1974.5,5805.5,106.096934,11.2329922,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0802,0.0628,0.0859,0.0613,0.1286,0.1628,0.1773,0.2401,0.1739,0.166,0.1142,0.077,0.16889174,0.5932316
pin_99,1977.5,5806.5,106.0972085,11.23290076,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0802,0.0597,0.0863,0.0582,0.0963,0.1413,0.16,0.2122,0.1595,0.166,0.0875,0.0579,0.14851207,0.5695266
pin_100,1944.5,5830.5,106.0941777,11.23074175,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0453,0.0401,0.0778,0.0405,0.1238,0.3825,0.4377,0.4378,0.4603,0.3953,0.1825,0.0851,0.37070316,0.8306502
pin_101,1927.5,5842.5,106.0926165,11.2296624,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0355,0.0362,0.0764,0.0362,0.1182,0.3924,0.4525,0.4512,0.4797,0.4611,0.1833,0.0887,0.38744795,0.8514567
pin_102,1988.5,5800.5,106.0982181,11.23343958,"java.awt.Color[r=0,g=0,b=255]",W,,0.1002,0.1462,0.1665,0.1536,0.1675,0.1452,0.1451,0.134,0.1424,0.1988,0.1268,0.1079,-0.014580321,-0.06815022
pin_103,2001.5,5796.5,106.0994102,11.23379688,"java.awt.Color[r=0,g=0,b=255]",W,,0.0863,0.1396,0.1566,0.1455,0.1621,0.1382,0.14,0.1407,0.1387,0.1934,0.1211,0.1012,-2.30E-04,-0.016771512
pin_104,2033.5,5769.5,106.1023505,11.23622744,"java.awt.Color[r=0,g=0,b=255]",W,,0.0601,0.0586,0.0795,0.0613,0.095,0.1347,0.1485,0.0572,0.1595,0.3442,0.0906,0.0586,-0.009587935,-0.034599144
pin_105,2011.5,5791.5,106.1003278,11.23424561,"java.awt.Color[r=0,g=0,b=255]",W,,0.1148,0.1668,0.1834,0.1744,0.1773,0.1622,0.168,0.1613,0.1583,0.1844,0.1388,0.1186,-0.006432061,-0.03902293
pin_106,2029.5,5754.5,106.1019892,11.23758512,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0549,0.039,0.0776,0.0351,0.123,0.4281,0.5156,0.4779,0.542,0.4408,0.1928,0.0866,0.41326255,0.86315787
pin_107,2027.5,5704.5,106.1018232,11.24210689,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0418,0.039,0.0763,0.0352,0.1225,0.4312,0.5075,0.5024,0.5371,0.4671,0.1913,0.0847,0.4379622,0.86904764
pin_108,2042.5,5678.5,106.1032061,11.24445276,"java.awt.Color[r=0,g=0,b=255]",WH,,0.039,0.039,0.0747,0.0364,0.1181,0.3515,0.4197,0.4056,0.4325,0.402,0.1668,0.0756,0.3447759,0.8352941
pin_109,2066.5,5672.5,106.1054065,11.24498714,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0364,0.0364,0.0737,0.0299,0.1174,0.4135,0.4941,0.4882,0.519,0.4393,0.1799,0.0798,0.43020478,0.8845783
pin_110,2094.5,5666.5,106.1079733,11.24552013,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0434,0.0438,0.0765,0.0378,0.1153,0.3518,0.4038,0.3729,0.4097,0.3691,0.1687,0.0801,0.31058222,0.81592405
pin_111,2244.5,5704.5,106.1216997,11.24203265,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0423,0.0386,0.0764,0.0331,0.1174,0.4231,0.4977,0.5086,0.5295,0.4155,0.1856,0.0798,0.44693652,0.8777921
pin_112,2384.5,5732.5,106.1345132,11.23945227,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0325,0.0352,0.073,0.0311,0.1127,0.4285,0.508,0.4996,0.5379,0.5308,0.1883,0.0815,0.4390562,0.8827963
